City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,notodden,59.5594,9.2585,14.92,71,75,2.06,NO,1691569842
281,paredon,16.0333,-93.8667,26.34,86,100,2.61,MX,1691569843
282,retreat,38.8245,-85.8533,19.51,99,4,1.87,US,1691569843
283,road town,18.4167,-64.6167,29.05,79,82,8.31,VG,1691569561
284,jalalabad,34.4265,70.4515,39.61,21,0,2.53,AF,1691569843
285,labytnangi,66.6572,66.4183,15.1,60,100,1.22,RU,1691569843
286,mankono,8.0586,-6.1897,23.14,92,99,3.35,CI,1691569843
287,brazzaville,-4.2658,15.2832,23.2,73,75,4.63,CG,1691569843
288,santa rosa,14.3122,121.1114,32.28,76,64,6.23,PH,1691569844
289,camayenne,9.535,-13.6878,25.79,85,94,1.28,GN,1691569844
290,santa cruz,-17.8,-63.1667,19.27,46,0,4.03,BO,1691569844
291,pacific grove,36.6177,-121.9166,16.12,90,100,2.57,US,1691569632
292,cullowhee,35.3137,-83.1765,18.81,97,100,0.0,US,1691569844
293,alaghsas,17.0187,8.0168,28.94,70,0,3.09,NE,1691569844
294,minas de marcona,-15.2119,-75.1103,11.63,90,62,4.66,PE,1691569841
295,sitka,57.0531,-135.33,14.94,88,100,2.06,US,1691569845
296,whangarei,-35.7317,174.3239,6.75,93,92,1.41,NZ,1691569845
297,nogliki,51.8333,143.1667,14.35,84,76,4.66,RU,1691569714
298,goleniow,53.5639,14.8285,15.34,72,20,3.6,PL,1691569845
299,naze,28.3667,129.4833,26.51,88,100,9.0,JP,1691569845
300,harper,4.375,-7.7169,24.16,87,100,5.46,LR,1691569846
301,thames,-37.1333,175.5333,7.12,88,47,1.35,NZ,1691569846
302,gubat,12.9206,124.1231,30.35,72,42,5.04,PH,1691569846
303,shimokizukuri,40.8061,140.3861,32.51,68,81,0.74,JP,1691569846
304,sydney,-33.8679,151.2073,17.61,72,0,6.17,AU,1691569642
305,taltal,-25.4,-70.4833,15.6,70,21,2.25,CL,1691569846
306,gandajika,-6.75,23.95,31.91,20,0,2.87,CD,1691569846
307,kudahuvadhoo,2.6708,72.8944,28.29,71,51,4.84,MV,1691569846
308,novo aripuana,-5.1206,-60.3797,23.04,70,11,0.39,BR,1691569847
309,san antonio de pale,-1.4014,5.6325,23.42,78,100,5.55,GQ,1691569847
310,onguday,50.75,86.15,22.37,55,95,2.16,RU,1691569847
311,jolo,6.05,121.0167,29.7,65,83,3.36,PH,1691569733
312,alofi,-19.0595,-169.9187,24.94,94,5,1.54,NU,1691569747
313,rawson,-43.3002,-65.1023,13.1,43,100,6.32,AR,1691569847
314,bayganin,48.6947,55.8742,31.33,22,0,7.75,KZ,1691569847
315,chegdomyn,51.1167,133.0167,18.68,67,100,0.83,RU,1691569848
316,qui nhon,13.7667,109.2333,35.14,49,98,6.7,VN,1691569848
317,dhidhdhoo,6.8833,73.1,28.4,75,100,7.18,MV,1691569708
318,extrema,-22.8547,-46.3183,15.48,91,89,1.73,BR,1691569848
319,singkawang,0.9,109.0,28.51,78,60,3.76,ID,1691569848
320,luuq,3.7938,42.5445,32.58,35,10,9.75,SO,1691569849
321,remire-montjoly,4.9167,-52.2667,23.02,100,0,1.03,GF,1691569830
322,vilyuchinsk,52.9306,158.4028,21.15,67,15,3.79,RU,1691569849
323,carutapera,-1.195,-46.02,24.72,87,45,3.43,BR,1691569849
324,baturaja,-4.1333,104.1667,31.41,51,67,2.21,ID,1691569849
325,princeton,25.5384,-80.4089,30.57,90,0,1.54,US,1691569849
326,brisas de zicatela,15.8369,-97.0419,26.42,87,88,2.41,MX,1691569849
327,mugia,43.1041,-9.2179,19.95,88,91,7.91,ES,1691569849
328,riberalta,-10.9833,-66.1,22.52,62,73,0.36,BO,1691569850
329,san jeronimito,17.55,-101.3333,26.23,92,59,1.69,MX,1691569850
330,butembo,0.15,29.2833,22.54,58,69,1.25,CD,1691569850
331,danghara,38.0958,69.34,37.12,11,0,3.77,TJ,1691569850
332,bir el ater,34.7449,8.0602,29.97,32,0,4.65,DZ,1691569850
333,yako,12.9667,-2.2667,28.01,62,73,4.0,BF,1691569850
334,mossel bay,-34.1831,22.146,15.96,74,0,3.39,ZA,1691569851
335,machico,32.7,-16.7667,24.35,79,20,0.51,PT,1691569851
336,polyarnyy,69.1989,33.4478,22.66,63,0,3.59,RU,1691569851
337,kartaly,53.0522,60.6467,16.12,92,100,5.81,RU,1691569560
338,corner brook,48.9667,-57.9484,12.09,90,100,2.17,CA,1691569851
339,namibe,-15.1961,12.1522,20.35,73,11,1.69,AO,1691569851
340,hadibu,12.65,54.0333,27.12,71,96,12.33,YE,1691569785
341,thanh pho uong bi,21.0333,106.7833,30.99,79,99,2.91,VN,1691569851
342,el matama,16.7095,33.3565,35.21,37,19,8.28,SD,1691569818
343,las tablas,7.7667,-80.2833,26.21,99,99,0.4,PA,1691569851
344,buta,2.7858,24.73,23.65,90,96,0.14,CD,1691569852
345,nong wua so,17.1626,102.5727,31.66,85,96,2.46,TH,1691569852
346,touros,-5.1989,-35.4608,23.24,91,99,5.02,BR,1691569564
347,penalva,-3.2942,-45.1736,22.51,99,47,1.13,BR,1691569852
348,boma,7.0805,-2.1697,22.88,97,100,2.4,GH,1691569852
349,geraldton,-28.7667,114.6,19.23,59,0,4.63,AU,1691569837
350,kone,-21.0595,164.8658,17.27,75,37,2.79,NC,1691569853
351,aksu,41.1231,80.2644,34.86,18,2,2.48,CN,1691569853
352,san antonio,29.4241,-98.4936,28.04,68,0,5.14,US,1691569789
353,barreirinhas,-2.7469,-42.8264,25.47,83,48,4.88,BR,1691569854
354,gurupi,-11.7292,-49.0686,23.24,39,57,2.56,BR,1691569854
355,trairi,-3.2778,-39.2689,24.14,84,93,4.07,BR,1691569855
356,navoiy,40.0844,65.3792,33.71,17,0,2.06,UZ,1691569855
357,zboriv,49.6648,25.141,19.21,58,20,3.27,UA,1691569855
358,tacuarembo,-31.7333,-55.9833,11.47,76,100,3.49,UY,1691569855
359,masterton,-40.9597,175.6575,4.38,93,24,0.87,NZ,1691569855
360,sibiti,-3.6819,13.3499,24.49,60,83,2.19,CG,1691569856
361,lospalos,-8.5186,127.0025,23.97,70,57,4.62,TL,1691569773
362,carbonear,47.7332,-53.2148,12.64,93,100,1.38,CA,1691569856
363,kruisfontein,-34.0033,24.7314,17.71,70,79,7.12,ZA,1691569830
364,howard springs,-12.497,131.047,29.95,36,8,1.53,AU,1691569856
365,yuzhno-kurilsk,44.0306,145.8556,20.02,99,100,5.57,RU,1691569856
366,ji'an,27.1172,114.9793,34.74,55,44,2.86,CN,1691569856
367,aasiaat,68.7098,-52.8699,4.09,78,100,1.4,GL,1691569857
368,al muwayh,22.4333,41.7583,39.27,8,5,2.37,SA,1691569857
369,puerto gaitan,4.3133,-72.0816,24.12,87,80,0.84,CO,1691569857
370,gereshk,31.8209,64.5701,40.02,8,0,2.45,AF,1691569857
371,mahibadhoo,3.7833,72.9667,28.17,73,99,6.33,MV,1691569857
372,dwarka,22.2394,68.9678,28.57,77,100,9.66,IN,1691569857
373,katsuura,35.1333,140.3,29.01,90,90,6.38,JP,1691569857
374,kaiapoi,-43.3783,172.6401,6.19,85,100,4.63,NZ,1691569858
375,nizhnesortymskiy,62.4397,71.7603,17.74,52,100,9.08,RU,1691569858
376,tarrafal de sao nicolau,16.5667,-24.3667,25.18,75,100,5.22,CV,1691569858
377,banda aceh,5.5577,95.3222,29.4,69,49,5.3,ID,1691569858
378,san martin,-33.081,-68.4681,6.3,54,31,2.37,AR,1691569858
379,qamdo,31.1667,97.2333,17.92,43,96,1.65,CN,1691569858
380,mana,5.6592,-53.7767,24.44,92,53,3.66,GF,1691569858
381,shubarshi,48.5872,57.1869,31.6,21,0,7.84,KZ,1691569858
382,gunjur,13.2019,-16.7339,26.04,89,20,0.0,GM,1691569859
383,sitia,35.2,26.0986,30.55,67,0,11.69,GR,1691569859
384,san rafael del sur,11.8485,-86.4384,26.16,77,100,3.63,NI,1691569859
385,zemio,5.0314,25.1361,28.09,64,99,1.06,CF,1691569859
386,eraan,9.0629,117.7016,29.34,70,70,4.35,PH,1691569859
387,hundested,55.9667,11.8667,12.27,90,100,4.92,DK,1691569859
388,fale old settlement,-9.3852,-171.2468,28.56,79,39,5.84,TK,1691569806
389,san nicolas,18.1725,120.5953,30.95,79,40,7.2,PH,1691569860
390,gashua,12.871,11.0482,29.98,54,85,7.11,NG,1691569860
391,envira,-7.3,-70.2167,21.13,98,97,0.78,BR,1691569860
392,barcelos,41.5388,-8.6151,19.36,71,54,3.1,PT,1691569860
393,mimoso do sul,-21.0642,-41.3664,19.77,94,99,1.55,BR,1691569861
394,kimbe,-5.5502,150.1429,25.09,75,25,5.33,PG,1691569861
395,markaz-e hukumat-e darweshan,31.1323,64.1934,38.63,11,0,3.36,AF,1691569782
396,gadzhiyevo,69.2551,33.3362,23.01,62,0,3.34,RU,1691569861
397,greencastle,39.6445,-86.8647,18.42,97,0,2.06,US,1691569861
398,kandyagash,49.4744,57.4233,28.72,27,0,6.43,KZ,1691569861
399,boali,4.8005,18.1275,27.56,72,78,1.2,CF,1691569862
400,zouerate,22.7187,-12.4521,28.81,38,3,6.29,MR,1691569862
401,kupang,-10.1667,123.5833,29.32,51,20,9.77,ID,1691569862
402,the pas,53.8251,-101.2541,14.01,82,100,1.54,CA,1691569862
403,cole harbour,44.6724,-63.4751,19.66,95,100,14.4,CA,1691569862
404,slavutych,51.5196,30.7343,22.33,42,2,0.89,UA,1691569863
405,callao,-12.0667,-77.15,20.4,77,100,3.6,PE,1691569863
406,shushenskoye,53.325,91.9356,27.29,33,86,1.3,RU,1691569863
407,tralee,52.2704,-9.7026,18.14,94,100,0.51,IE,1691569853
408,luanda,-8.8368,13.2343,22.0,78,100,2.57,AO,1691569863
409,perdoes,-21.0908,-45.0914,17.88,73,95,5.3,BR,1691569863
410,siwa oasis,29.2041,25.5195,32.28,32,0,3.46,EG,1691569864
411,tazovsky,67.4667,78.7,8.54,95,100,6.27,RU,1691569565
412,navia,43.5354,-6.7194,26.71,50,0,0.88,ES,1691569864
413,saint-pierre,-21.3393,55.4781,24.82,61,0,10.29,RE,1691569864
414,xilin hot,43.9667,116.0333,26.91,35,99,4.86,CN,1691569864
415,la punta,-33.1837,-66.3127,9.39,43,68,3.92,AR,1691569864
416,marrakesh,31.6315,-8.0083,25.04,73,40,2.57,MA,1691569864
417,puerto rico,-26.796,-55.024,17.48,99,100,2.18,AR,1691569865
418,jalapa,19.5333,-96.9167,16.31,88,20,2.26,MX,1691569865
419,isla vista,34.4133,-119.861,18.79,85,100,1.54,US,1691569865
420,yulinshi,38.2906,109.7494,32.33,30,4,6.3,CN,1691569865
421,bandarbeyla,9.4942,50.8122,31.31,47,5,11.72,SO,1691569810
422,chos malal,-37.3781,-70.2709,9.26,48,91,2.52,AR,1691569865
423,ust-tsilma,65.441,52.1498,24.01,40,44,1.51,RU,1691569866
424,villa gesell,-37.2639,-56.973,10.03,91,21,4.0,AR,1691569866
425,damme,52.5167,8.2,17.76,71,0,2.24,DE,1691569866
426,kirakira,-10.4544,161.9205,25.09,91,100,3.49,SB,1691569866
427,howrah,22.5892,88.3103,33.0,66,75,3.6,IN,1691569666
428,nagqu,31.5,92.0,18.23,39,80,1.53,CN,1691569866
429,ugoofaaru,5.6667,73.0,28.06,76,100,6.81,MV,1691569867
430,tsiombe,-25.3,45.4833,26.54,51,0,4.83,MG,1691569867
431,maxixe,-23.8597,35.3472,23.9,73,40,4.12,MZ,1691569867
432,vila do maio,15.1333,-23.2167,26.44,72,100,4.95,CV,1691569867
433,puerto deseado,-47.7503,-65.8938,6.32,69,54,4.05,AR,1691569867
434,chiredzi,-21.05,31.6667,22.52,34,1,4.61,ZW,1691569867
435,martan-chu,43.0637,45.5622,35.94,25,0,2.39,RU,1691569867
436,sovetsk,55.0839,21.8785,18.82,53,40,5.63,RU,1691569868
437,meadow lake,34.8014,-106.5436,20.27,66,100,3.15,US,1691569868
438,nieuw nickerie,5.95,-56.9833,25.38,87,93,4.01,SR,1691569868
439,olinda,-8.0089,-34.8553,24.85,73,40,6.17,BR,1691569868
440,lusambo,-4.9667,23.45,34.6,24,0,1.81,CD,1691569869
441,wenxing,28.6667,112.8833,34.14,53,5,3.87,CN,1691569869
442,makanya,-4.3667,37.8333,24.57,55,66,5.11,TZ,1691569869
443,ringkobing,56.0901,8.244,13.99,68,40,6.69,DK,1691569869
444,baikonur,45.6167,63.3167,35.09,20,37,6.03,KZ,1691569869
445,vadso,70.0744,29.7487,24.49,64,0,4.12,NO,1691569869
446,timbuktu,16.7735,-3.0074,33.02,40,44,7.14,ML,1691569870
447,malpica,43.3228,-8.8105,21.32,66,2,2.55,ES,1691569870
448,hasaki,35.7333,140.8333,29.61,89,20,6.41,JP,1691569870
449,hastings,50.8552,0.5729,19.49,66,84,1.53,GB,1691569870
450,georgiyevka,43.0369,74.7114,34.02,22,0,3.0,KZ,1691569870
451,ginir,7.1333,40.7,21.27,54,62,2.5,ET,1691569848
452,watsa,3.0372,29.5355,28.18,49,68,0.97,CD,1691569870
453,crucecita,-28.95,-58.9833,12.67,94,100,2.95,AR,1691569870
454,shijiang,27.0819,110.7933,32.14,68,92,1.75,CN,1691569871
455,kzyltu,53.6364,72.3414,28.85,26,89,2.61,KZ,1691569871
456,hang dong,18.687,98.9194,29.34,69,75,3.6,TH,1691569578
457,ashland,40.8167,-82.2665,17.34,98,0,2.86,US,1691569871
458,mejit,10.2753,170.8646,28.45,71,61,5.9,MH,1691569871
459,alesund,62.4723,6.1549,15.5,82,75,6.69,NO,1691569803
460,magong,23.5654,119.5863,28.23,90,94,6.08,TW,1691569871
461,hilo,19.7297,-155.09,25.85,78,100,3.6,US,1691569576
462,mananjary,-21.2167,48.3333,22.93,77,55,1.63,MG,1691569871
463,antsohihy,-14.8796,47.9875,33.21,30,0,1.53,MG,1691569872
464,marsh harbour,26.5412,-77.0636,29.04,79,6,5.72,BS,1691569872
465,goundam,16.4145,-3.6708,32.61,43,54,7.43,ML,1691569872
466,arteche,12.2645,125.4048,28.93,76,82,3.02,PH,1691569872
467,gardnerville ranchos,38.8882,-119.7413,18.38,67,0,3.6,US,1691569872
468,faranah,10.0404,-10.7434,22.32,96,97,2.4,GN,1691569873
469,paola,39.3599,16.0396,27.61,60,85,2.22,IT,1691569873
470,holualoa,19.6228,-155.9522,24.91,80,100,4.12,US,1691569873
471,suva,-18.1416,178.4415,22.71,88,75,0.0,FJ,1691569873
472,bandar lampung,-5.4254,105.258,29.46,64,86,2.67,ID,1691569873
473,tambura,5.6,27.4667,25.92,68,89,2.02,SS,1691569873
474,coahuayana de hidalgo,18.7,-103.6583,26.44,92,22,1.34,MX,1691569874
475,corn island,12.1694,-83.0418,28.12,79,100,5.58,NI,1691569874
476,walla walla,46.0646,-118.343,22.8,52,0,2.57,US,1691569874
477,impfondo,1.6381,18.0667,29.23,62,62,1.78,CG,1691569874
478,arkhangel'sk,64.5401,40.5433,25.04,43,4,3.59,RU,1691569874
479,mount pearl,47.5166,-52.7813,11.92,93,100,1.03,CA,1691569874
480,berber,18.0216,33.983,37.14,33,52,8.06,SD,1691569874
481,buala,-8.145,159.5921,26.06,86,98,3.18,SB,1691569790
482,farshut,26.0549,32.1633,39.13,20,0,5.58,EG,1691569875
483,balabac,7.9868,117.0645,29.53,71,38,5.38,PH,1691569875
484,louis trichardt,-23.0439,29.9032,18.06,37,2,6.08,ZA,1691569875
485,khorugh,37.4897,71.553,27.72,11,0,1.86,TJ,1691569875
486,taslicay,39.6336,43.375,30.37,23,0,3.85,TR,1691569875
487,qianzhou,28.3167,109.7167,31.37,78,60,1.81,CN,1691569876
488,inari,68.906,27.0288,22.11,62,12,3.17,FI,1691569876
489,tazacorte,28.629,-17.9293,24.54,74,20,2.57,ES,1691569876
490,san pedro pochutla,15.7333,-96.4667,25.4,85,76,2.05,MX,1691569876
491,north branch,45.5113,-92.9802,19.08,80,97,2.05,US,1691569876
492,jhansi,25.4333,78.5833,33.16,51,63,5.26,IN,1691569877
493,sao felix do xingu,-6.6447,-51.995,22.04,58,1,0.3,BR,1691569595
494,pokhara,28.2333,83.9833,25.25,95,100,1.43,NP,1691569683
495,eyl,7.9803,49.8164,32.26,45,16,11.8,SO,1691569878
496,la ronge,55.1001,-105.2842,11.14,87,0,0.51,CA,1691569878
497,bedford,52.1346,-0.4663,17.83,81,0,2.57,GB,1691569676
498,inverloch,-38.6333,145.7167,14.54,63,59,7.67,AU,1691569879
499,al hasaheisa,14.7526,33.2984,31.93,45,90,6.98,SD,1691569879
500,la'ie,21.6477,-157.9253,27.98,77,31,2.68,US,1691569879
501,chandler,33.3062,-111.8412,32.99,42,0,4.12,US,1691569879
502,coquimbo,-29.9533,-71.3436,12.85,94,100,1.54,CL,1691569879
503,kasongo-lunda,-6.4667,16.8167,31.9,32,0,0.57,CD,1691569879
504,ust'-kulom,61.6864,53.6902,25.45,34,30,2.03,RU,1691569879
505,homestead meadows south,31.811,-106.1643,27.73,39,88,4.15,US,1691569880
506,petropavlovka,50.6114,105.3196,23.09,78,100,2.75,RU,1691569880
507,el calafate,-50.3408,-72.2768,2.22,90,100,2.4,AR,1691569880
508,cabedelo,-6.9811,-34.8339,22.37,85,59,5.7,BR,1691569880
509,kununurra,-15.7667,128.7333,30.99,23,42,3.6,AU,1691569775
510,ambodifotatra,-16.9833,49.85,22.85,77,39,7.21,MG,1691569880
511,lanxi,29.2195,119.477,30.34,81,98,1.34,CN,1691569880
512,nova sintra,14.8667,-24.7167,22.61,74,93,4.35,CV,1691569801
513,kankan,10.3854,-9.3057,23.97,90,80,3.44,GN,1691569881
514,camana,-16.6228,-72.7111,16.92,85,60,3.33,PE,1691569881
515,vallenar,-28.5708,-70.7581,14.63,58,96,0.63,CL,1691569881
516,port saint john's,-31.6229,29.5448,16.66,83,100,1.11,ZA,1691569881
517,cambria,35.5641,-121.0808,15.61,96,36,1.71,US,1691569882
518,ciudad lazaro cardenas,17.9583,-102.2,27.18,90,91,1.3,MX,1691569793
519,dawson creek,55.7666,-120.2362,13.8,94,40,2.06,CA,1691569742
520,vilhena,-12.7406,-60.1458,20.78,56,8,0.55,BR,1691569882
521,tadine,-21.55,167.8833,18.44,72,6,6.58,NC,1691569882
522,cotonou,6.3654,2.4183,25.99,89,40,7.2,BJ,1691569866
523,amahai,-3.3333,128.9167,25.48,79,92,4.1,ID,1691569882
524,giddings,30.1827,-96.9364,27.92,78,100,3.6,US,1691569634
525,luganville,-15.5333,167.1667,21.68,92,100,5.59,VU,1691569883
526,wakkanai,45.4094,141.6739,18.99,95,75,3.6,JP,1691569883
527,george town,5.4112,100.3354,32.96,66,20,4.63,MY,1691569767
528,contamana,-7.3333,-75.0167,21.72,99,85,0.72,PE,1691569883
529,tarawa,1.419,172.984,29.05,74,40,0.0,KI,1691569883
530,opuwo,-18.0607,13.84,25.32,18,5,2.07,NA,1691569883
531,baiti,13.745,-14.7482,26.61,71,79,2.72,SN,1691569884
532,tshabong,-26.05,22.45,21.84,14,86,7.17,BW,1691569884
533,heishan,41.6892,122.1128,29.07,55,8,5.02,CN,1691569884
534,pangai,-19.8,-174.35,24.17,90,72,3.25,TO,1691569884
535,miyako,39.6367,141.9525,27.04,86,84,6.0,JP,1691569884
536,puan,35.7281,126.7319,29.94,91,100,5.7,KR,1691569884
537,laojunmiao,39.8333,97.7333,24.55,37,99,2.52,CN,1691569885
538,vila franca do campo,37.7167,-25.4333,24.23,91,80,7.94,PT,1691569885
539,puerto san jose,13.9256,-90.8244,25.66,85,88,1.74,GT,1691569885
540,sefrou,33.8319,-4.828,30.53,33,0,1.03,MA,1691569885
541,antonio enes,-16.2325,39.9086,24.83,59,37,3.74,MZ,1691569885
542,jaisalmer,26.9147,70.9181,36.96,35,56,7.22,IN,1691569885
543,dubna,56.7333,37.1667,22.55,80,92,1.86,RU,1691569886
544,beau vallon,-20.4189,57.6953,26.13,57,40,5.66,MU,1691569886
545,awjilah,29.1081,21.2869,30.9,38,0,4.51,LY,1691569886
546,maceio,-9.6658,-35.7353,23.69,88,40,1.54,BR,1691569746
547,gao,16.6362,1.637,30.87,50,98,6.52,ML,1691569887
548,hovd,48.0056,91.6419,25.06,30,77,2.33,MN,1691569823
549,morshansk,53.4435,41.8107,25.62,60,63,2.35,RU,1691569887
550,tvoroyri,61.5556,-6.8111,9.44,79,98,13.18,FO,1691569887
551,salem,11.65,78.1667,35.11,36,40,3.6,IN,1691569821
552,panama city beach,30.1766,-85.8055,26.01,92,0,0.0,US,1691569887
553,queenstown,-31.8976,26.8753,14.76,55,52,3.13,ZA,1691569887
554,mancio lima,-7.6142,-72.8958,20.77,98,94,1.19,BR,1691569888
555,gebeit,21.0667,36.3167,40.56,8,3,3.24,SD,1691569888
556,mandalgovi,45.7625,106.2708,29.4,23,100,8.72,MN,1691569888
557,tidjikja,18.5564,-11.4271,31.96,25,9,5.78,MR,1691569888
558,sterling,39.0062,-77.4286,21.96,76,0,2.24,US,1691569888
559,tabou,4.423,-7.3528,23.92,88,100,5.27,CI,1691569888
560,abadan,30.3392,48.3043,46.1,9,32,2.55,IR,1691569889
561,labuan,5.2767,115.2417,32.2,52,20,2.24,MY,1691569883
562,cidreira,-30.1811,-50.2056,16.48,80,100,9.93,BR,1691569818
